perfect,target
1,中共党员
,党校副校长
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,市委研究室综合一处处长
,纪委副书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,中共武汉市委政研室经济处副处长
,市委政研室经济处副处长
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,党委委员
1,中共党员
,团委副书记
1,党委委员
,共产党员
1,中共党员
1,党总支委员
1,党总支书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党支部书记
1,党支部书记
1,中共党员
1,团委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党总支书记
,党委宣传部部长
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,纪委书记
1,中共党员
1,中共党员
1,党工委委员
,党工委副书记
1,中共党员
1,党委委员
1,党支部书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委书记
1,党委委员
,党委副书记
,党委副书记
,党委副书记
1,党总支委员
1,党总支书记
1,党总支书记
1,党委委员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,党委委员
1,纪委书记
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,支部书记
1,团委书记
1,中共党员
1,中共党员
1,纪委书记
1,党委委员
1,党委委员
1,团委书记
,党委组织部副部长
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党总支书记
1,党委书记
,省委宣传部办公室副主任
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,党委书记
1,党委书记
1,党委委员
1,纪委书记
,纪委常务副书记
1,党总支委员
1,党总支委员
1,党委委员
1,党总支委员
1,纪委书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党支部副书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,党委委员
1,党委书记
1,党支部书记
1,中共党员
1,党委书记
1,县委常委
,市委副书记
1,县委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党群部部长
1,党委秘书
1,党委委员
1,纪委书记
,党委办公室主任
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党办主任
,市委郊区部副部长
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
1,党委书记
,纪委副书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,团委干事
1,党支部书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委宣传部干事
1,中共党员
,县委副书记
1,党组书记
,党组成员
1,党组书记
,党委副书记
,加入中国共产党
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,纪委书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党组织负责人
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,党委委员
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
,中共江西省委企业工委工作
,省委企业工委工作
1,中共党员
1,党工委委员
,党工委副书记
1,党支部书记
1,党委委员
1,中共党员
1,党委书记
1,中共党员
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委委员
,党委副书记
,党委副书记
1,纪委书记
1,党总支书记
1,中共党员
1,党组书记
1,党组书记
,党委副书记
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,县委书记
1,市委常委
1,县委书记
1,市委常委
,党组副书记
1,市委常委
1,市委常委
,党组副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,支部书记
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委书记
1,党代会代表
1,中共党员
1,中共党员
,机关党委专职副书记
,市委副秘书
1,党委书记
,市委市政府接待办公室党委书记
,省委省政府接待办公室副主任
1,党委委员
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党委书记
,党组成员
,党组副书记
,党委副书记
1,纪委书记
1,党委委员
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,县委常委
,县委政法委副书记
,市委副书记
1,党校校长
,市委党校校长
,市委副书记
1,党校校长
,市委党校校长
,党组成员
1,区委书记
,党组成员
1,市委常委
,省委宣传部副部长
,党委副书记
,党委副书记
1,党代会代表
1,中共党员
,党委办公室副主任
,党支部副书记
,党委副书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,纪委委员
1,党组书记
1,中共党员
1,党总支委员
1,党委委员
1,中共党员
,党组成员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
,党组成员
1,党委委员
,党委副书记
1,纪委书记
,党组纪检组组长
,党组成员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,党校研究生
1,党委委员
1,党委委员
1,党委委员
1,区委常委
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党组书记
1,党委书记
1,中共党员
,党组成员
,党组成员
,党组成员
1,党组书记
1,中共党员
1,党委党员
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
1,中共党员
1,党委书记
,党组成员
,党组纪检组长
1,党委委员
,党委副书记
1,纪委书记
,省委组织部办公室副主任
1,党委委员
1,党委委员
,党委副书记
1,党委委员
1,中共党员
1,中共党员
1,团委书记
1,党总支书记
1,中共党员
1,中共党员
,纪委监察部驻交通部纪检组监察局监察员
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
,支部副书记
1,中共党员
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,纪委书记
,县委宣传部干部
,县委副科级宣传员
,县委宣传部副部长
,党组成员
1,党总支书记
,县委办公室主任
1,党总支书记
,县委机关党总支书记
,党组成员
1,县委常委
1,党委委员
1,党委委员
1,中共党员
1,党工委委员
1,党委委员
,党委副书记
1,中共党员
,中共上饶地委宣传部外宣科长
,中共江西省委外宣办网络处长
,省委外宣办网络处长
,中共江西省委宣传部网宣办主任
,省委宣传部网宣办主任
,中共江西省委宣传部舆情信息处处长
,省委宣传部舆情信息处处长
1,党委委员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,团委书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
,党委组织部部长
1,中共党员
,党委副书记
1,中共党员
,党委办公室副主任
1,中共党员
1,中共党员
1,党委书记
1,党支部书记
,党委副书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,团委书记
,党总支副书记
1,党委委员
1,中共党员
1,纪委委员
,纪委副书记
,纪委办公室主任
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,纪委副书记
1,中共党员
1,党委委员
1,中共党员
,党委副书记
1,党委书记
1,党支部书记
1,中共党员
,党委组织部部长
,党委副书记
1,中共党员
1,中共党员
1,党总支书记
1,中共党员
,党组成员
,中共江西省委政策研究室经济处副处级政策研究员
,省委政策研究室经济处副处级政策研究员
,中共江西省委办公厅综合处调研员
,省委办公厅综合处调研员
,中共江西省委宣传部文化体制改革和发展办公室主任
,省委宣传部文化体制改革和发展办公室主任
,中共江西委宣传部企业宣传处处长
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委委员
1,党委委员
,党委副书记
1,党委委员
1,中共党员
1,中共党员
1,市委委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委办公室副主任
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,党支部书记
1,中共党员
1,党委书记
1,中共党员
,县委学少部部长
,党委副书记
1,党委书记
1,党委委员
1,党支部书记
1,中共党员
1,党支部书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,共产党党员
1,党委委员
1,纪委书记
,党委副书记
1,中共党员
1,中共党员
,党委办公室团委书记
1,团委书记
,党委办公室团委书记
1,团委书记
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,中共党员
,纪委副书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,纪委书记
1,中共党员
1,中共党员
,市委副书记
,中共北京市石景山区委常委
1,区委常委
,党组副书记
,党委副书记
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
1,中共党员
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
,党委副书记
,党委副书记
,党委副书记
1,党组书记
,党委副书记
,党委副书记
1,党委书记
1,中共党员
1,党委常委
1,中共党员
1,中共党员
,党委副书记
,党委副书记
,党委副书记
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
,党组成员
1,中共党员
,党委副书记
1,党委书记
1,纪委书记
1,党总支书记
1,中共党员
1,党委委员
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,党务工作
1,党代会代表
1,中共党员
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,团委副书记
1,党委书记
1,党支部书记
,党委副书记
,党委副书记
1,中共党员
,党委副书记
1,党委书记
,党委副书记
,党组成员
,党组成员
1,中共党员
1,中共党员
1,纪委委员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委书记
1,中共党员
,党委副书记
1,团委书记
,党委副书记
1,中共党员
,党委副书记
1,党总支书记
,党委副书记
1,中共党员
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,党委委员
,党委副书记
1,中共党员
,县委副书记
1,中共党员
1,支部书记
1,中共党员
1,党支部书记
1,党委书记
,党委副书记
1,中共党员
1,党委书记
1,中共党员
1,党委书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,中共党员
1,党办文书
1,党委秘书
,党委宣传部长
1,党委委员
1,纪委书记
,加入中国共产党
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
,加入中国共产党
1,中共党员
1,党委委员
1,党委书记
1,中共党员
1,党委委员
1,党总支书记
1,党委书记
1,党委委员
1,中共党员
1,党支部书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
1,中共党员
1,党委书记
1,纪委书记
1,纪委委员
1,党总支书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
,共产党员
,共产党员
,党支部副书记
1,党委书记
,党组成员
,党组成员
1,党委委员
1,中共党员
,加入中国共产党
,党委副书记
1,党委书记
,党委副书记
,党委副书记
,加入中国共产党
,加入中国共产党
1,中共党员
1,党委委员
1,中共党员
,党委副书记
1,党委书记
,党委宣传部部长
,党委办室主任
,党委宣传部部长
1,党委委员
1,中共党员
1,中共党员
,纪委副书记
,纪委办公室主任
1,党支部委员
1,党总支书记
,党委副书记
1,党支部书记
,党总支副书记
,党总支副书记
1,党委书记
1,党支部书记
,加入中国共产党
1,团委干事
,团委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,纪委书记
1,中共党员
1,党委常委
1,党委委员
1,党委常委
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,党总支书记
1,党总支书记
1,党总支书记
1,党总支书记
1,党委委员
1,党总支书记
1,党总支书记
1,工作共产党
1,党委委员
,党委副书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委委员
1,党委书记
1,党委委员
,加入中国共产党
,加入中国共产党
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,党总支书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
,加入中国共产党
1,党委委员
1,党委委员
,加入中国共产党
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,纪委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委书记
1,党委委员
1,党委书记
,党组纪检组派驻金山股份纪检组副组长
1,中共党员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党组成员
1,党委书记
,党委副书记
1,中共党员
1,党委书记
1,中共党员
,加入中国共产党
1,中共党员
1,中共党员
1,党委书记
1,党委书记
,党组成员
,党组纪检组组长
1,党委委员
1,纪委书记
,党组纪检组派驻乌江公司纪检组组长
1,党委委员
1,纪委书记
,党委副书记
1,中共党员
,党组成员
,党组成员
,党工委副书记
1,党委常委
,党组副书记
,党委副书记
1,中共党员
,团委副书记
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,党委委员
1,党委委员
1,中共党员
,党组成员
,党组成员
,党组成员
,党组成员
,党组成员
1,党委委员
1,中共党员
1,团委干事
1,中共党员
1,中共党员
1,中共党员
,党支部副书记
1,党总支书记
1,党委书记
,党组成员
,党委副书记
1,党总支书记
1,中共党员
,党委副书记
,党支部副书记
,党总支副书记
,党委副书记
,加入中国共产党
1,党支部书记
1,党支部书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,党委常委
1,党委书记
,党委副书记
1,中共党员
,党委宣传部干事
1,中共党员
1,中共党员
,团委副书记
1,党总支书记
1,党总支书记
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
1,党委常委
,党委副书记
,党委副书记
1,纪委书记
1,中共党员
,党委副书记
1,党委书记
1,党委委员
1,支部书记
1,中共党员
1,党委书记
,党组成员
1,党组书记
1,党组书记
,党委副书记
,党委副书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
,党委办副科级秘书
,党委办公室副主任
,党委副书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党支部书记
,党总支部书记
1,支部书记
1,党委书记
1,党委书记
1,党委常委
1,党委书记
1,中共党员
1,中共党员
,党委组织部干事
,团委副书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,党委书记
1,党总支委员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委常委
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,中共党员
1,党委委员
1,党委委员
,党组成员
,党组副书记
1,党组书记
,党委副书记
,党委副书记
1,中共党员
1,团委负责人
1,党委委员
1,党委书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,党委委员
1,中共党员
1,中共党员
,中共唐山市委办公厅综合二处副处长
,市委办公厅综合二处副处长
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
,加入中国共产党
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,党委常委
1,党支部书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,中共党员
1,党委委员
1,党委书记
1,党委委员
1,党支部书记
1,纪委书记
1,党总支书记
1,党委书记
1,党总支书记
,党组成员
,党组成员
,党总支副书记
,党总支副书记
1,党支部书记
1,纪委书记
1,党委委员
1,中共党员
1,党委委员
1,中共党员
1,党支部书记
1,党支部书记
1,党委委员
1,党委书记
,党组成员
,党组成员
1,党委委员
1,中共党员
,党支部副书记
,党总支副书记
,党委副书记
1,党支部书记
1,党支部书记
1,党总支书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
1,团委书记
1,党支部书记
,团委代理书记
1,党委书记
,党委宣传部部长
,党委统战部部长
,党委宣传部部长
,党委统战部部长
,党委组织部部长
,党委组织部部长
,党委副书记
,党委组织部部长
,加入中国共产党
,加入中国共产党
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党支部书记
,加入中国共产党
1,团委书记
,机关党委副书记
1,中共党员
1,中共党员
,党委副书记
1,纪委书记
1,党委委员
1,纪委书记
1,中共党员
1,中共党员
,加入中国共产党
1,党支部书记
1,党支部书记
1,党委委员
1,党委委员
1,中共党员
,加入中国共产党
1,党支部书记
1,党支部书记
,党总支部书记
1,支部书记
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,中共党员
,加入中国共产党
1,团委书记
1,团委书记
1,团委书记
,党委组织部组织员
,党委组织部副科级组织员
,加入中国共产党
,团委副书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,中共党员
,加入中国共产党
1,党委委员
1,党委委员
1,纪委委员
,党委副书记
1,纪委委员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党总支书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,支部书记
,党支部宣传委员
1,中共党员
1,中共党员
,党委副书记
1,党委委员
1,党委委员
1,党委书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党委委员
1,党支部书记
1,党委书记
1,党委委员
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党支部书记
1,党委委员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
,加入中国共产党
1,党支部书记
,党委组织部副部长
1,党支部书记
,党委组织部副部长
1,党委委员
,党委组织部副部长
,加入中国共产党
1,党委书记
1,党委书记
1,党委书记
1,党总支书记
,加入中国共产党
1,中共党员
1,党委书记
1,中共党员
1,纪委书记
1,中共党员
,加入中国共产党
1,团委书记
1,团委书记
1,党委委员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,团委书记
,市委组织部干事
,团委组织部部长
1,支部书记
1,纪委书记
,党委副书记
,党委副书记
1,纪委书记
,加入中国共产党
1,党支部书记
,党委组织部组织员
,党委组织部副部长
,党总支部书记
1,支部书记
1,党委书记
,党委组织部(人力资源部)部长
1,党委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,共产党党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,党工委委员
1,党委委员
,县委副书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
,党委组织部部长
,党委副书记
1,党委委员
,党委副书记
1,党委书记
1,共产党党员
1,共产党党员
1,共产党党员
1,党委常委
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
,中共中国远洋海运集团有限公司党组纪检组副组长
,党组纪检组副组长
1,共产党党员
1,党工委委员
1,党总支书记
1,党委书记
1,党委书记
1,共产党党员
1,党委书记
,党委副书记
,党委副书记
1,党委委员
1,党委委员
1,共产党党员
1,纪委书记
1,共产党党员
1,党委委员
1,党总支书记
,党委副书记
1,党委书记
,加入中国共产党
1,党委书记
1,党委常委
1,党委书记
1,党委委员
1,党委委员
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,中共党员
1,党委书记
,党委办公室科级秘书
1,党委书记
1,中共党员
,市委组织部党群科副科长
,党群科副科长
,市委正科级组织员
,支部干审科科长
,中共东山县委副书记
,县委副书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,中共党员
1,中共党员
,党委办公室)副主任
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党支部副书记
1,纪委委员
1,党支部书记
,党支部副书记
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,纪委委员
1,党支部书记
1,党支部书记
1,中共党员
1,党支部书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党总支书记
1,党总支书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,党委委员
1,中共党员
,党委副书记
,党委副书记
1,党委常委
1,中共党员
1,党委书记
1,纪委书记
,党委副书记
1,中共党员
1,党委书记
,纪委副书记
,团委组织干事
,党校)教师
,党校办公室副主任
,纪委副书记
,党委副书记
1,中共党员
1,中共党员
1,党办干部
1,团委书记
,党支部副书记
1,中共党员
1,中共党员
1,纪委书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,中共党员
,党组成员
1,党委书记
1,党委书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,支部书记
1,中共党员
1,中共党员
1,中共党员
1,党委常委
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党委委员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,党委书记
1,党委书记
,党支部副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党委委员
1,中共党员
,党支部副书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,纪委书记
1,党委书记
1,中共党员
,中共江西省委党校教师
1,党校教师
,省委党校教师
1,中共党员
1,党委委员
1,党总支书记
1,党委委员
,党总支副书记
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党支部书记
1,党委书记
1,中共党员
,党委组织部部长
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委办公室主任
1,党委委员
,党委副书记
,党委办公室主任
,党委办公室主任
,党委办公室主任
,党委办公室主任
,党委办公室主任
,党委办公室主任
,党委办公室主任
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,支部书记
,团委副书记
1,党总支书记
1,党委书记
,党委副书记
1,中共党员
,中共株洲市委组织部副科长
,市委组织部副科长
,党委副书记
,党委副书记
1,党委书记
,纪委副书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,党委书记
1,党委书记
1,中共党员
,党总支副书记
1,中共党员
1,支部书记
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
,党委办公室)主任
1,中共党员
1,党总支书记
1,中共党员
1,党支部书记
1,党支部书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,团委书记
1,团委书记
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,加入中国共产党
,中共中央党校政治学理论硕士研究生
1,党支部书记
1,党委秘书
1,党委秘书
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,省委评为
1,中共党员
,党委副书记
1,党委书记
1,中共党员
,党总支副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党支部书记
,团委副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党总支副书记
1,党委委员
1,党委书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
,党委宣传部部长
1,党委委员
1,党委委员
1,纪委委员
,加入中国共产党
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,纪委书记
1,中共党员
1,中共党员
,共产党员
1,中共党员
,党委组织部副部长
,党委副书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,中共党员
1,党支部书记
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党总支书记
1,中共党员
1,中共党员
1,党委常委
1,中共党员
,团委副书记
1,团委书记
,党委办公室副主任
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,党委书记
,党委副书记
,党委副书记
1,党委书记
,加入中国共产党
,党组成员
1,党委书记
,党委副书记
1,中共党员
,党委副书记
,党组成员
1,县委常委
1,纪委书记
1,县委常委
1,中共党员
1,党委书记
,党委副书记
1,中共党员
1,党委书记
1,中共党员
1,党组书记
,党组成员
,党组副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,纪委书记
,党委副书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党政办公室副主任
,党政办公室副主任
,党委办公室主任
1,中共党员
,党委副书记
1,党总支书记
1,中共党员
,党委副书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党组书记
1,纪委书记
,党组成员
1,党委书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党委书记
1,中共党员
,团委副书记
1,党支部书记
1,中共党员
1,团委书记
,党委办公室主任
1,党支部书记
1,党委书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
,机关党委办公室处长
,机关党委宣传部部长
,纪委副书记
,党组成员
1,党委常委
1,纪委书记
,党委副书记
,党委副书记
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,纪委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,党委书记
1,党委书记
