sentence,keywords,parent,level,name,title,stockName,stockCode,degrees,positions,mbas,totalCount
2003年11月-2010年11月任深圳市盐田港集团有限公司港口工程部经理(上述期间:1999年2月-2005年10月在西安交通大学管理学院在职博士研究生学习,"[""西安交通大学""]",2003年11月-2010年11月任深圳市盐田港集团有限公司港口工程部经理(上述期间:1999年2月-2005年10月在西安交通大学管理学院在职博士研究生学习,1,吴福良,监事会主席,盐 田 港,000088,"[""博士"",""硕士""]",[],"[""管理学""]",3
"王习发先生,中国国籍,工学硕士,毕业于国防科技大学","[""国防科技大学""]","王习发先生,中国国籍,工学硕士,毕业于国防科技大学",1,王习发,董事会秘书,中国长城,000066,"[""硕士""]",[],[],1
"2001年12月-2006年6月在深圳市盐田港集团有限公司三期工程办公室工作,任合同及项目主管岗位(2002年2月)(期间:2002年9月-2006年7月中国人民大学经济法专业研究生课程进修班结业)","[""中国人民大学""]","2001年12月-2006年6月在深圳市盐田港集团有限公司三期工程办公室工作,任合同及项目主管岗位(2002年2月)(期间:2002年9月-2006年7月中国人民大学经济法专业研究生课程进修班结业)",1,陈彪,董事,盐 田 港,000088,"[""硕士""]",[],[],1
"1984年9月至1989年7月,在同济大学环境工程专业学习,获工学学士学位","[""同济大学""]","1984年9月至1989年7月,在同济大学环境工程专业学习,获工学学士学位",1,袁立群,副总裁,天健集团,000090,"[""本科""]",[],[],1
"徐先生于1994年毕业于电子科技大学物理电子技术专业,获得工学学士学位","[""电子科技大学""]","徐先生于1994年毕业于电子科技大学物理电子技术专业,获得工学学士学位",1,徐子阳,总裁,中兴通讯,000063,"[""本科""]",[],[],1
"现任上海攀成德企业管理顾问有限公司总经理、首席顾问,兼任中国勘察设计协会建筑分会特邀专家,江苏省、山东省、湖北省等地区勘察设计协会特邀顾问专家,同济大学建筑设计总裁班客座教授等","[""同济大学""]","现任上海攀成德企业管理顾问有限公司总经理、首席顾问,兼任中国勘察设计协会建筑分会特邀专家,江苏省、山东省、湖北省等地区勘察设计协会特邀顾问专家,同济大学建筑设计总裁班客座教授等",1,郭刚,独立董事,天健集团,000090,[],"[""教授""]",[],1
"郭涵冰先生,中国国籍,毕业于中国人民大学财政系,大学本科学历","[""中国人民大学""]","郭涵冰先生,中国国籍,毕业于中国人民大学财政系,大学本科学历",1,郭涵冰,董事,中国长城,000066,"[""本科""]",[],[],1
2006年7月-2011年7月为深圳市盐田港集团有限公司审计部财务审计岗位(期间:2006年9月-2011年6月西安交通大学工商管理硕士研究生),"[""西安交通大学""]",2006年7月-2011年7月为深圳市盐田港集团有限公司审计部财务审计岗位(期间:2006年9月-2011年6月西安交通大学工商管理硕士研究生),1,戚冰,财务总监,盐 田 港,000088,"[""硕士""]",[],"[""工商管理""]",2
"李全才,男,1961年6月出生,1989年毕业于西安交通大学工企自动化专业,获学士学位","[""西安交通大学""]","李全才,男,1961年6月出生,1989年毕业于西安交通大学工企自动化专业,获学士学位",1,李全才,职工监事,中兴通讯,000063,"[""本科""]",[],[],1
"西安电子科技大学电子与通信工程专业,工程硕士学位","[""电子科技大学""]","西安电子科技大学电子与通信工程专业,工程硕士学位",1,宋黎定,"董事长,董事",中国长城,000066,"[""硕士""]",[],[],1
"郭金涛,男,1986年11月出生,汉族,中共党员,同济大学市政工程专业研究生学历,工学硕士学位,工程师、经济师职称","[""同济大学""]","郭金涛,男,1986年11月出生,汉族,中共党员,同济大学市政工程专业研究生学历,工学硕士学位,工程师、经济师职称",1,郭金涛,副总经理,华控赛格,000068,"[""硕士""]",[],[],1
"毕业于中国人民大学,硕士","[""中国人民大学""]","毕业于中国人民大学,硕士",1,邓树娥,董事,特发信息,000070,"[""硕士""]",[],[],1
"刘德勇先生:1968年生,汉族,毕业于清华大学、哈尔滨工业大学,硕士研究生,高级工程师","[""哈尔滨工业大学""]","刘德勇先生:1968年生,汉族,毕业于清华大学、哈尔滨工业大学,硕士研究生,高级工程师",1,刘德勇,总工程师,中成股份,000151,"[""硕士""]",[],[],1
"郭先生于1985年获中国长沙市湖南广播电视大学机械制造工艺及设备专业文凭,并于2004年3月完成中国长沙市湖南大学机械工程及管理科学与工程的研究生课程,于2007年6月获中国武汉市武汉大学高级管理人员工商管理硕士学位","[""湖南大学""]","郭先生于1985年获中国长沙市湖南广播电视大学机械制造工艺及设备专业文凭,并于2004年3月完成中国长沙市湖南大学机械工程及管理科学与工程的研究生课程,于2007年6月获中国武汉市武汉大学高级管理人员工商管理硕士学位",1,郭学红,副总裁,中联重科,000157,"[""硕士""]",[],"[""工商管理""]",2
"于1998年7月毕业于中国政法大学法律专业,取得学士学位,于2003年7月毕业于中国人民大学法律硕士专业,取得法律硕士学位","[""中国人民大学""]","于1998年7月毕业于中国政法大学法律专业,取得学士学位,于2003年7月毕业于中国人民大学法律硕士专业,取得法律硕士学位",1,任全胜,副总经理,申万宏源,000166,"[""本科"",""硕士""]",[],[],2
"张爱玲女士,1968年3月生,中共党员,大学学历,湖南大学学士学位,教授级高级工程师","[""湖南大学""]","张爱玲女士,1968年3月生,中共党员,大学学历,湖南大学学士学位,教授级高级工程师",1,张爱玲,副总经理,许继电气,000400,"[""本科""]","[""教授""]",[],2
"杨秀彪,男,汉族,1971年8月生,中共党员,工程师,吉林工业大学机械制造工艺与设备专业本科毕业,英国格拉斯哥大学管理学院工商管理硕士学位,电子科技大学在职工商管理硕士学位","[""电子科技大学""]","杨秀彪,男,汉族,1971年8月生,中共党员,工程师,吉林工业大学机械制造工艺与设备专业本科毕业,英国格拉斯哥大学管理学院工商管理硕士学位,电子科技大学在职工商管理硕士学位",1,杨秀彪,"董事长,董事",长虹华意,000404,"[""本科"",""硕士""]",[],"[""管理学"",""工商管理""]",4
"贺柳先生获得了湖南大学金融与统计学院(原湖南财经学院)经济学学士学位以及长沙理工大学工商管理硕士学位,具有高级经济师职称","[""湖南大学""]","贺柳先生获得了湖南大学金融与统计学院(原湖南财经学院)经济学学士学位以及长沙理工大学工商管理硕士学位,具有高级经济师职称",1,贺柳,董事,中联重科,000157,"[""本科"",""硕士""]",[],"[""工商管理""]",3
"杨先生于2011年6月毕业于中国北京工商大学并获企业管理学士学位,于2014年6月在中国北京工商大学获企业管理硕士学位,于2017年9月至今在中国人民大学攻读公共管理硕士学位","[""中国人民大学""]","杨先生于2011年6月毕业于中国北京工商大学并获企业管理学士学位,于2014年6月在中国北京工商大学获企业管理硕士学位,于2017年9月至今在中国人民大学攻读公共管理硕士学位",1,杨笃志,董事会秘书,中联重科,000157,"[""本科"",""硕士""]",[],"[""管理学""]",3
2002年9月-2006年6月杭州电子科技大学金融学毕业获学士学位,"[""电子科技大学""]",2002年9月-2006年6月杭州电子科技大学金融学毕业获学士学位,1,费荣富,董事,英特集团,000411,"[""本科""]",[],[],1
"历任中国人民大学经济学院、清华大学社会科学学院经济所教授,现任复旦大学校级特聘教授、经济学院博士生导师","[""中国人民大学""]","历任中国人民大学经济学院、清华大学社会科学学院经济所教授,现任复旦大学校级特聘教授、经济学院博士生导师",1,孟捷,独立董事,民生控股,000416,"[""博士""]","[""教授"",""导师""]",[],3
"方福前先生,独立董事,中国国籍,无境外永久居留权,1954年11月出生,毕业于中国人民大学,博士研究生学历","[""中国人民大学""]","方福前先生,独立董事,中国国籍,无境外永久居留权,1954年11月出生,毕业于中国人民大学,博士研究生学历",1,方福前,独立董事,合肥百货,000417,"[""博士"",""硕士""]",[],[],2
"1984年12月至1991年9月任安徽大学经济系讲师、副教授,1994年7月至今任中国人民大学经济学院副教授、教授,2017年6月至今任厦门建霖健康家居股份有限公司独立董事,此外,还兼任安徽皖维高新材料股份有限公司独立董事、合肥百货大楼集团股份有限公司独立董事、浙江唐德影视股份有限公司独立董事、浙江严牌过滤技术股份有限公司独立董事","[""中国人民大学""]","1984年12月至1991年9月任安徽大学经济系讲师、副教授,1994年7月至今任中国人民大学经济学院副教授、教授,2017年6月至今任厦门建霖健康家居股份有限公司独立董事,此外,还兼任安徽皖维高新材料股份有限公司独立董事、合肥百货大楼集团股份有限公司独立董事、浙江唐德影视股份有限公司独立董事、浙江严牌过滤技术股份有限公司独立董事",1,方福前,独立董事,合肥百货,000417,[],"[""教授"",""讲师""]",[],2
1996.09-2000.10就读于哈尔滨工业大学工商管理专业研究生学历,"[""哈尔滨工业大学""]",1996.09-2000.10就读于哈尔滨工业大学工商管理专业研究生学历,1,李锁云,副总裁,徐工机械,000425,"[""硕士""]",[],"[""工商管理""]",2
"于1983年8月毕业于西南农学院(2005年更名为西南大学)农学专业,取得农学学士学位,于2005年6月毕业于电子科技大学高级管理人员工商管理专业,取得工商管理硕士学位","[""电子科技大学""]","于1983年8月毕业于西南农学院(2005年更名为西南大学)农学专业,取得农学学士学位,于2005年6月毕业于电子科技大学高级管理人员工商管理专业,取得工商管理硕士学位",1,张宜刚,董事,申万宏源,000166,"[""本科"",""硕士""]",[],"[""工商管理""]",3
何先生于2003年12月至2006年12月担任湖南大学会计学院硕士研究生导师,"[""湖南大学""]",何先生于2003年12月至2006年12月担任湖南大学会计学院硕士研究生导师,1,何建明,监事,中联重科,000157,"[""硕士""]","[""导师""]",[],2
"杜毅刚女士毕业于湘潭大学国际会计专业并获学士学位,于2011年9月完成湖南大学商学院MBA硕士专业课程","[""湖南大学""]","杜毅刚女士毕业于湘潭大学国际会计专业并获学士学位,于2011年9月完成湖南大学商学院MBA硕士专业课程",1,杜毅刚,副总裁,中联重科,000157,"[""本科"",""硕士""]",[],"[""MBA""]",3
"2000年6月至2001年9月,任湖南大学产业经济办公室副主任","[""湖南大学""]","2000年6月至2001年9月,任湖南大学产业经济办公室副主任",1,孙昌军,副总裁,中联重科,000157,[],"[""主任""]",[],1
"2001年10月至2004年12月,任湖南大学法学院副院长","[""湖南大学""]","2001年10月至2004年12月,任湖南大学法学院副院长",1,孙昌军,副总裁,中联重科,000157,[],"[""院长""]",[],1
"杨凡,男,汉族,1974年4月出生,四川广元人,中共党员,本科毕业于四川大学经济系,硕士(MBA)毕业于英国格拉斯哥大学商学院","[""四川大学""]","杨凡,男,汉族,1974年4月出生,四川广元人,中共党员,本科毕业于四川大学经济系,硕士(MBA)毕业于英国格拉斯哥大学商学院",1,杨凡,副总经理,长虹华意,000404,"[""本科"",""硕士""]",[],"[""MBA""]",3
