academics,academicRelated,jobs,jobRelated,organizations,isGeneralMatch,personId,personName,personDescription,companyName,personTitle
法学院,1,律师,6,"[""律师事务所""]",,"""5f662408ade9005a1ee1c70b""",李立斌,"李立斌先生,男,1977年出生,中国国籍,无境外居留权,法律博士。2002年8月至2006年7月任广州市白云区劳动争议仲裁委员会科员(仲裁员);2008年8月至2011年1月任北京市金杜(广州)律师事务所律师;2011年9月至2012年8月任美国纽约大学法学院访问学者;2012年10月至2014年6月任北京市君泽君(广州)律师事务所律师;2014年8月至今任北京市中伦(广州)律师事务所合伙人律师;2018年1月至今任珠海博杰电子股份有限公司独立董事;现兼任广东华慧合兴再生资源科技发展有限公司董事、匠心立本(广州)管理咨询有限公司监事。",博杰股份,独立董事
,0,律师,2,[],,"""5f6623bdade9005a1ee1bb34""",郭雪青,"郭雪青女士,1986年6月出生,中国国籍,无境外永久居留权,硕士研究生学历,律师。2010年4月-2016年1月就职于国浩律师(深圳)事务所,担任有限合伙人;2016年1月-2016年10月就职于平安银行电子信息事业部,担任投行部经理;2016年11月至今就职于深圳前海瑞华资本创新有限公司,担任执行董事;2017年3月至今任深圳科安达电子科技股份有限公司独立董事。",科安达,独立董事
法学,1,律师,6,"[""律师事务所"",""检察院""]",,"""5f662419ade9005a1ee1c9af""",黄兴旺,"黄兴旺先生,中国国籍,身份证号码:5102121969********,无境外永久居留权,1969年1月出生,硕士学位。现任成都天箭科技股份有限公司独立董事;北京国枫(成都)律师事务所合伙人、负责人;成都锦城祥投资有限公司监事;成都鼎兴量子投资管理有限公司监事;成都吾同蜀下网络科技股份有限公司董事;四川天味食品集团股份有限公司独立董事;四川中光防雷科技股份有限公司独立董事。1992年7月至1996年9月任浙江省人民检察院书记员;1999年7月至2000年12月任四川省社会科学院法学研究所实习研究员;2000年9月至2001年1月,任北京金杜律师事务所四川分所兼职律师;2001年2月至2011年2月任中豪律师集团(四川)事务所合伙人、负责人;2011年2月至2013年4月任北京凯文(成都)律师事务所合伙人、负责人;2013年4月至2014年5月任北京国枫凯文(成都)律师事务所合伙人、负责人;2016年11月至今,任公司独立董事。",天箭科技,独立董事
"法学院,法专业,法学",3,,0,[],,"""5f6623b8ade9005a1ee1b93d""",李国际,"李国际先生,1965年12月出生,无境外永久居留权,硕士学历,1988年毕业于中南财经大学政治学专业,2000年毕业于武汉大学法学院民商法专业(在职)。1988年7月至2000年6月,历任葛洲坝水电工程学院社科部助教、副教授;2000年7月至今,任三峡大学法学与公共管理学院教授;2017年10月至今,任湖北和远气体股份有限公司独立董事。",和远气体,独立董事
,0,律师,8,"[""律师事务所""]",,"""5f6625a0ade9005a1ee1f72c""",黎秋霞,"黎秋霞女士,中国国籍,无境外永久居留权。1979年7月生,大学本科学历。曾任广东万乘律师事务所律师、北京中伦(深圳)律师事务所律师、国信证券股份有限公司深圳泰然九路证券营业部合规总监、深圳市黄金投资有限公司合规风控总监、广东汇森律师事务所合伙人律师,现任广东卓建律师事务所合伙人律师、盛视科技股份有限公司独立董事。",盛视科技,独立董事
,0,律师,3,"[""律师事务所""]",,"""5f66243bade9005a1ee1cee4""",浦洪,"浦洪先生,中国国籍,无永久境外居留权,1964年出生,研究生学历。浦洪先生于1988年9月至1992年7月在南京财经大学任职讲师;1992年7月至1995年9月在深圳深港工贸进出口公司任职会计;1995年9月至2001年8月在中国香港百孚有限公司任职财务总监;2003年2月至2006年12月在上海金茂律师事务所任职律师;2007年1月至今任北京德恒(深圳)律师事务所合伙人。浦洪先生于2012年2月参加深圳证券交易所举办的上市公司高级管理人员培训班学习,并取得了上市公司独立董事资格证书。",华盛昌,独立董事
,0,律师,4,"[""律师事务所""]",,"""5f662432ade9005a1ee1cd05""",曹军,"曹军先生:1966年4月出生,中国国籍,无境外永久居留权,本科学历,助理经济师,于2017年6月被聘任为深圳市雷赛智能控制股份有限公司独立董事。1990年7月-2000年6月任常德浦沅机械厂企管部、宣传部干事,2000年6月-2005年2月任深圳西风信息产业集团有限公司市场总监、总裁办公室主任,2005年3月-2008年2月任深圳市环宇通实业有限公司营销副总经理、总经理,2008年3月-2011年3月任深圳市德歌厨业发展有限公司营销总监、总经理,2012年8月-2019年12月历任广东联建律师事务所任专职律师、合伙人、投融资部主任,2020年1月至今任泰和泰(深圳)律师事务所专职律师。",雷赛智能,独立董事
"法学院,法学",4,律师,2,"[""法学会"",""律师事务所""]",,"""5f662442ade9005a1ee1d0ff""",肖海军,"肖海军:中国国籍,无境外永久居留权,男,1965年出生,博士研究生学历。2000年至今在湖南大学任教,法学院教授、博士生导师,兼任中国商法学研究会常务助理、湖南省法学会民商法学研究会副会长、长沙仲裁委员会兼职仲裁员、上海建纬(长沙)律师事务所兼职律师。同时担任长沙赛恩斯环保科技股份有限公司独立董事、湖南湘佳牧业股份有限公司独立董事、湖南梦洁家纺股份有限公司独立董事。2017年11月至今任力合科技独立董事,任期至2020年11月18日。",湘佳股份,独立董事
"法专业,法学",2,律师,2,"[""律师事务所""]",,"""5f6624a0ade9005a1ee1dc2f""",刘颖,"刘颖女士,1979年出生,中国国籍,无境外永久居留权。2006年毕业于中国政法大学经济法专业,获法学硕士学位。历任北京市道和律师事务所律师助理、中国永拓咨询管理集团有限公司董事会办公室主任,北京京北方信息技术有限公司行政与法律部总经理、证券事务代表。现任京北方信息技术股份有限公司副总经理、董事会秘书。",京北方,"董事会秘书,副总经理"
,0,"法务,律师",4,"[""律师事务所""]",,"""5f66243bade9005a1ee1cf1c""",任欢,"任欢,女,中国国籍,无永久境外居留权,1985年出生,本科学历,具备深圳证券交易所颁发的上市公司董事会秘书资格。任欢于2009年7月至2010年2月在贺州市城市建设投资有限公司任法务兼财务会计;2010年4月至2012年4月在深圳市实正共盈商业经营管理有限公司任法务兼经营管理助理;2012年4月至2017年6月在北京大成(深圳)律师事务所任律师;2017年6月起加入华盛昌有限任董事会秘书。2017年9月至今任深圳市华盛昌科技实业股份有限公司董事会秘书。",华盛昌,董事会秘书
法学院,1,律师,2,"[""律师事务所""]",,"""5f6625a6ade9005a1ee1f835""",钱力,"钱力:女,1982年出生,中国国籍,无境外永久居留权,硕士学历。曾任职于广东志高空调有限公司,2006年7月至今任职于萍乡学院政法学院;2015年11月至今兼任江西鸿天律师事务所律师;2016年11月至2019年10月,任江西信达法律服务有限责任公司执行董事;2017年8月至今兼任甘源食品独立董事。",甘源食品,独立董事
,0,律师,8,"[""律师事务所""]",,"""5f6625d0ade9005a1ee1fcba""",王孝春,"王孝春,1968年4月出生,中国国籍,无永久境外居留权,硕士学历。1992年7月-1999年12月,担任招商局蛇口工业区有限公司法律部经理;2000年1月-2002年12月,担任广东深天成律师事务所律师;2002年6月-2004年2月,担任深圳新都酒店股份有限公司独立董事;2011年-2014年,担任深圳市迪菲特科技股份有限公司独立董事;2003年1月-2005年7月,担任广东江山宏律师事务所律师、合伙人;2005年7月-2011年3月,担任广东海利律师事务所律师、合伙人;2011年11月至今;担任广东朗正律师事务所律师、合伙人;2014年7月至今,担任恒立实业发展集团股份有限公司独立董事;2015年8月至今,担任深圳市德力凯医疗设备股份有限公司监事;2016年7月至今,担任启志堂教育(深圳)有限公司董事长及法定代表人。2017年6月至今,担任宝明科技独立董事。",宝明科技,独立董事
,0,律师,1,[],,"""5f6626f9ade9005a1ee2229d""",方先丽,"方先丽女士:1972年出生,中国国籍,无境外永久居留权,复旦大学经济学博士、中欧国际工商学院EMBA,拥有注册会计师、律师执业资格证等。曾任职于上海汽车股份有限公司对外合作科科长、资本运营部执行总监助理、兼并收购负责人,凯龙高科技股份有限公司副总经理兼董秘,深圳盈信资本资产管理有限公司管理合伙人,上海拉夏贝尔服饰股份有限公司董事会秘书。现任苏州麦迪斯顿医疗科技股份有限公司副总经理、董事会秘书,兼任上海嘉合明德资产管理有限公司总经理兼执行董事,郑泰工程机械股份有限公司董事,青岛元通机械有限公司监事,任子行网络技术股份有限公司独立董事,天海融合防务装备技术股份有限公司独立董事,浙江晨光电缆股份有限公司独立董事。",天海防务,独立董事
,0,法务,1,"[""法务部""]",,"""5f6626e8ade9005a1ee21fee""",彭伟民,"彭伟民先生,1968年12月出生,中国国籍,无境外居留权,管理学学士。1990年毕业于广西大学;1990年至1993年任职于广西大学梧州分校;1993年至1994年任职于梧州市万秀区政府计经委综合开发科;1994年至1995年任梧州市万秀区塑胶厂代理厂长;1995年至2000年任梧州市万秀区政府办公室副主任、区委,政府信访办公室主任、科委主任;2000年至2006年任广西梧州中恒集团股份有限公司总经理办公室副主任;2000年至2012年任广西梧州中恒集团股份有限公司董事会秘书;2006年至2009年任广西梧州中恒集团股份有限公司证券法务部部长;2009年至2015年任广西梧州中恒集团股份有限公司董事;2009年至今任广西梧州中恒集团股份有限公司副总经理;2016年7月至今兼任南宁中恒投资有限公司总经理,2018年5月至今兼任南宁中恒投资有限公司执行董事;2018年2月至今兼任肇庆中恒制药有限公司执行董事、总经理;2018年2月至今兼任肇庆中恒双钱实业有限公司执行董事、总经理;2019年5月至今兼任广西梧州制药(集团)股份有限公司党委书记、董事长;2019年8月至今兼任广西梧州市中恒医药有限公司董事长、总经理;2017年3月至今兼任梧州双钱保健食品罐头有限公司董事长兼总经理;2017年12月至今兼任南宁中恒双钱实业有限公司经理兼执行董事。彭伟民先生从事管理岗位二十多年,担任董事会秘书十多年,熟悉上市公司“三会”管理运作,熟悉制药企业运营、销售业务。",莱美药业,"董事长,董事"
,0,法务,1,"[""法务部""]",,"""5f662662ade9005a1ee20ded""",胡耀齐,"胡耀齐先生,1966年出生,2020年8月5日起任公司非职工代表监事。大学本科学历,会计师。胡耀齐先生于财务管理、审计、基金管理、投资管理等方面具有丰富经验。2013年起历任广东恒健投资控股有限公司财务管理部副部长,广东恒旺投资发展有限公司董事、总经理,广东省农业供给侧结构性改革基金管理有限公司董事、总经理,现任广东恒健投资控股有限公司风控法务部部长。",中国广核,非职工代表监事
,0,律师,5,"[""律师事务所""]",,"""5f6625d4ade9005a1ee1fd9f""",刘华昌,"刘华昌,男,1976年10月出生,中国国籍,无境外永久居留权,本科学历。曾任职于江西省遂川县司法局、江西遂龙律师事务所、江西金秋实律师事务所、广东深大地律师事务所;2013年2月至今,任广东竹石律师事务所律师。2019年1月至今,任奥海科技独立董事。",奥海科技,独立董事
法学,1,,0,"[""法院""]",,"""5f662662ade9005a1ee20d8b""",王维,"王维先生,1970年出生,2020年5月起任本公公司非执行董事。法学博士,经济师。王维先生在法律与司法、资本与投资管理、组织人事、党建等方面具有丰富经验,于2008年起相继担任广东省委组织部干部一处(公选办)副处长、干部六处(公务员管理处)副处长、广州海事法院党组成员和政治部主任。王维先生现任广东恒健投资控股有限公司董事、党委副书记、工会主席。",中国广核,非执行董事
,0,"法律顾问,律师",2,[],,"""5f662662ade9005a1ee20dd9""",王宏新,"王宏新先生,1963年出生,于2015年6月12日及2017年3月24日获委任为中国广核电力股份有限公司第一届及第二届监事会职工代表监事。硕士学位、馆员(副研究员级)、会计师,王宏新先生还拥有中国法律执业资格证书、企业法律顾问执业资格证书及公司律师执业资格证书。王宏新先生在核电行业拥有逾25年经验,于2011年1月至2011年7月担任中国广核集团有限公司治理与商务部专职董事,2011年7月至2014年5月担任中国广核集团有限公司法律事务部专职董事、总经理助理,2014年5月至2016年2月担任中国广核电力股份有限公司法律事务部副总经理,2015年9月至2017年7月担任中国广核电力股份有限公司监察部副主任(主持工作),2017年7月至2018年6月兼任中国广核新能源控股有限公司(一家于中国香港联交所上市的公司,股份代号:1811)的董事,2018年11月至今担任辽宁红沿河核电有限公司监事会主席,2017年7月至2018年12月任中国广核电力股份有限公司法律事务部副总经理(主持工作),2018年12月至今任中国广核电力股份有限公司法律事务部总经理。",中国广核,职工代表监事
,0,律师,2,"[""律师事务所""]",,"""5f6626b1ade9005a1ee216f7""",陆垂军,"陆垂军先生,1976年生,中国国籍,本科学历。1997年12月至2001年6月,分别任职于河南信阳新通电器有限责任公司、河南银辉律师事务所。2001年7月至今,任职于广东南天明律师事务所,现任合伙人、副主任。2019年11月起,担任公司独立董事。",南风股份,独立董事
,0,律师,3,"[""律师事务所""]",,"""5f6626f9ade9005a1ee22292""",张尚武,"张尚武,男,中国国籍,无境外居留权,出生于1972年5月1日。金融学士。曾任深圳国际信托投资公司(深国投)投资部、金融部、信托部经理、广东华商律师事务所和广东万乘律师事务所专职律师,现任四川省弘茂股权投资基金管理有限公司董事兼总经理、深圳市创东方投资有限公司的合伙人。",天海防务,董事
"法学院,国际法",3,,0,[],,"""5f6626f9ade9005a1ee222b5""",肖永平,"肖永平简历:男,中国国籍,无境外居留权,出生于1966年2月,中共党员。研究生学历,博士学位。曾任武汉大学法学院院长,现任武汉大学法学院教授、武汉大学国际法研究所所长。肖永平先生已参加深圳证券交易所举办的上市公司独立董事的培训学习,并已取得上市公司独立董事结业证书。二零零五年九月加入集团担任华侨城(亚洲)控股有限公司独立非执行董事。",天海防务,独立董事
,0,"律师,法务",2,"[""律师事务所""]",,"""5f66267aade9005a1ee210ac""",魏淑芳,"魏淑芳女士,1979年出生,中国国籍,无永久境外居留权。毕业于青岛理工大学,大学本科学历。魏女士持有法律职业资格证书,曾在山东鑫盛方律师事务所供职。现任青岛特锐德电气股份有限公司法务专员。",特锐德,职工监事
法学院,1,,0,[],,"""5f6626edade9005a1ee22119""",肖锋,"肖锋,男,1982年出生,中国国籍,大学本科学历,毕业于郑州大学法学院,2009年11月取得深圳证券交易所颁发的《董事会秘书资格证书》,任职资格符合《深圳证券交易所创业板股票上市规则》、《公司章程》的有关规定。现任汉威科技集团股份有限公司第四届董事会秘书。",汉威科技,"董事会秘书,副总经理"
,0,,0,[],1,"""5f66267aade9005a1ee21098""",邵巧明,"邵巧明先生,男,1974年出生,中国国籍,无永久境外居留权,中共党员,毕业于山东大学,硕士学历。曾任青岛澳柯玛集团浙江电器公司财务负责人、大区总监,青岛澳柯玛股份有限公司法律事务部主任,软控股份有限公司审计部长,稼禾生物股份有限公司审计经理,现任青岛特锐德电气股份有限公司采购中心主任。",特锐德,监事会主席
,0,法律顾问,2,[],,"""5f6626faade9005a1ee22313""",惠涛,"惠涛:男,中国国籍,无境外居留权,出生于1964年8月,毕业于陕西师范大学,本科学历,中共党员,高级经济师。曾任大古铁路公司总经理秘书,铁道部第十三局工程局西北公司副经理、铁道部第十三工程局一处副总经济师,中铁渤海铁路轮渡有限责任公司计划部副经理、经理兼法律顾问,董事会秘书兼经营管理部经理、法律顾问。现任天海融合防务装备技术股份有限公司企管部总经理、内审部经理。",天海防务,副总经理
,0,,0,[],1,"""5f662b07ade9005a1ee2939d""",李福武,"李福武:男,1970年8月生,大学本科学历,中级会计师,中国注册纳税筹划师。1993年-1998年在甘肃省酒泉地区啤酒厂从事财务工作,先后担任成本主管、财务科长等职。1998年2月起,在兰州黄河集团(酒泉)啤酒有限公司担任财务审计部财务主管、财务部部长等职。2004年5月被兰州黄河企业股份有限公司董事会聘任为兰州黄河企业集团(酒泉)有限公司财务总监。先后参加过高级会计主管业务、上市公司治理规则、国际财务会计准则、中外合资企业经营法律法规、财政部会计领军人才等培训。2007年2月起,被大禹节水集团股份有限公司董事会聘任为大禹节水集团股份有限公司财务总监,先后负责主导上市公司财务规范、IPO上市、定增、公司债等项工作。任职期间多次参加中国证监会、深圳证券交易所上市公司董监高培训和财务总监班学习。2013年1月19日至2013年12月21日北京大学财务总监高级研修班结业。2013年6月被甘肃证监局、甘肃省上市公司协会评为甘肃辖区优秀上市公司财务总监。",大禹节水,董事
,0,,0,[],1,"""5f662b27ade9005a1ee296bf""",李玉英,"李玉英女士,1965年4月出生,中国国籍,无境外国家或地区长期居留权,西南财经大学工业会计专业,专科学历,中级会计师,中级审计师。曾任国营内江电器厂质检科长,内江吉峰农机有限公司副总经理,云南吉峰农机有限公司财务负责人,吉峰农机审计副部长,昊昇三农实业有限公司监察审计经理,现就职于吉峰农机监察审计与法律事务办公室。",吉峰科技,监事会主席
,0,法务,1,[],,"""5f662a9aade9005a1ee282d0""",朱智,"朱智,男,1980年出生,中国国籍,本科,法律职业资格,现任北京北陆药业股份有限公司办公室主任;北京北陆药业股份有限公司法务经理、办公室副主任。",北陆药业,董事
法学,2,法务,2,[],,"""5f662b2bade9005a1ee29776""",辛然,"辛然先生:1987年10月出生,中国国籍,无其他国家或地区永久居留权。2010年7月毕业于中国地质大学(北京)法学专业,获法学学士学位;2013年通过国家司法考试,取得国家法律职业资格证书;2018年12月完成对外经济贸易大学金融学专业硕士研究生培养计划,获得经济学硕士学位;2015年至2019年,任润兴融资租赁有限公司法务经理,从事债权方向金融法律工作;2019年至今,任中植国际投资控股有限公司法务总经理,从事二级市场金融法律工作。",宝德股份,董事
法学,3,律师,2,"[""法学会"",""律师事务所""]",,"""5f662b2bade9005a1ee29780""",段东辉,"段东辉女士:1971年3月出生,中国国籍,无永久境外居留权。武汉大学法学博士。曾作为高级访问学者于意大利罗马国际统一私法学会(UNIDROIT)从事法律研究工作,曾获2001年度全国金融系统青年岗位能手称号。1998年至2002年,历任中国建设银行股份有限公司总行高级经济师;2002年至2005年,历任中国政法大学副教授、硕士导师;2005年至2013年,历任泰康人寿保险股份有限公司董事会办公室主任。曾兼任国际商会中国国家委员会(ICCCHINA)信用证专家小组成员;北京市德恒律师事务所兼职律师;国际商会中国国家委员会保函专家小组成员;中国国际私法学会常务理事,现兼任北京仲裁委员会委员。2007年至今,任泰康养老保险股份有限公司董事会秘书;2006年至今,任泰康资产管理有限责任公司董事会秘书。现任智度科技股份有限公司(000676,北京)独立董事。",宝德股份,独立董事
,0,法务,3,[],,"""5f662a56ade9005a1ee27bac""",林辉硕,"林辉硕先生,中国国籍,籍贯福建,1981年生,毕业于中山大学,研究生学历。曾在华为技术有限公司、深圳市华星光电技术有限公司等公司从事法务管理工作。2017年8月入职,担任公司法务总监,负责公司运营风险防范及管理、重大法律纠纷处理、知识产权管理以及其他法务工作。",亿纬锂能,副总裁
法学,2,,0,[],,"""5f662b2bade9005a1ee297b7""",王政,"王政先生:1973年1月出生,中国国籍,无其他国家或地区永久居留权。1996年06月毕业于中国政法大学法学专业;2004年7月毕业于中国政法大学,在职法学硕士;1996年至2015年于中国国际经济贸易仲裁委员会多元争议解决处任副处长;2015年至2018年任丰汇租赁有限公司任副总裁;2018年7月至今任中植国际投资控股有限公司副总裁。",宝德股份,监事
法学,2,律师,2,"[""法学会"",""律师事务所""]",,"""5f662cd8ade9005a1ee2cdee""",朱怀念,"朱怀念先生,1965年11月出生,武汉大学法学博士。现任上海对外经贸大学副教授、硕士生导师,中国国际经济法学会理事、上海上正律师事务所兼职律师,主要研究领域为国际投融资法、国际经济法理论和实务,是国内较早从事国际项目融资法研究的专家。",回天新材,独立董事
法学,1,律师,3,"[""律师事务所"",""法院""]",,"""5f662c2dade9005a1ee2bb0f""",童钧,"童钧,男,汉族,1973年12月出生,中共党员,中国国籍,无永久境外居留权,中国政法大学法学学士,湖南大学EMBA工商管理硕士在读,湖南金州律师事务所高级合伙人,监事会主席,(民商)诉讼部主任。1996年取得律师资格,执业二十余年,先后在法院、企业、律师事务所从事法律工作,具有扎实的法律功底、丰富的诉讼经验。",中科电气,独立董事
法律硕士,1,"法律顾问,律师",2,[],,"""5f662b46ade9005a1ee29dd1""",王超群,"王超群先生,1970年出生,中国国籍,无境外永久居留权,中共党员,法律硕士。曾担任潞安环能(601699)、蓝焰控股(000968)独立董事;现担任山西省国资运营公司、潞安集团、永泰能源、沁和能源、霍州煤电、海德股份等数十家机关及企事业单位的常年法律顾问。现担任山西汾酒(600809)独立董事、长治银行监事、国浩律师(太原)事务所管理合伙人、华谊兄弟传媒股份有限公司独立董事。",华谊兄弟,独立董事
,0,,0,[],1,"""5f662cb6ade9005a1ee2c9c0""",黄建华,"黄建华,男,1975年6月生,博士学位、研究员,北京大学、中国香港大学、中国产业安全研究中心博士后,北京大学研究生导师、牛津大学讲席教授、阿里云创业大学导师。历任上海联合产权交易所总部副总经理兼业务总监,东旭集团有限公司执行总裁,现任华郡投资集团有限公司法定代表人、董事长,新华通网络有限公司董事,北京成电联创投资管理有限公司监事,中青旅控股股份有限公司独立董事。",数知科技,总裁
,0,,0,[],1,"""5f662bb9ade9005a1ee2ae10""",于浩淼,"于浩淼先生,49岁,中国国籍,硕士学位,现任浙江核新同花顺网络信息股份有限公司董事兼总工程师。1996年毕业于浙江大学流体传动及控制国家重点实验室,1997年开始在杭州核新软件技术有限公司从事软件开发工作,2007年至今任杭州核新软件技术有限公司和浙江同花顺网络科技有限公司董事;2017年至今任杭州同花顺记财软件有限公司法人、董事、总经理;2007年8月至今任浙江核新同花顺网络信息股份有限公司董事、总工程师。",同花顺,董事
,0,,0,[],1,"""5f662c2cade9005a1ee2bae0""",张斌,"张斌,男,汉族,1987年1月出生,中国国籍,无境外永久居留权,北京大学工商管理硕士,注册会计师。曾先后任职于天健会计师事务所(特殊普通合伙)、东兴证券股份有限公司投资银行部、国信证券股份有限公司投资银行事业部,曾先后参与多家公司IPO及上市公司再融资、并购重组项目,熟悉证券市场法律法规,并取得深圳证券交易所颁发的董事会秘书资格证书。2018年12月起任湖南中科电气股份有限公司副总经理兼董事会秘书。",中科电气,"董事会秘书,副总经理"
法学,1,,0,[],,"""5f662b8cade9005a1ee2a7c3""",田柯,"田柯,男,中国国籍,无永久境外居留权,1975年生,硕士学历,现任广东省医学会医事法学专业委员会副主任委员;长期从事医院管理工作,曾在南方医科大学南方医院工作多年,主要负责医疗质量与安全、医疗纠纷防范与处理等工作;曾在广东省卫生与计划生育委员会宣传处任职;2015年9月入职广州阳普医疗科技股份有限公司,现任广州阳普医疗科技股份有限公司副总裁、广州惠侨计算机科技有限公司董事长。",阳普医疗,副总经理
法专业,1,,0,[],,"""5f662cceade9005a1ee2cc5b""",丁云龙,"丁云龙先生:中国国籍,1963年出生,中共党员,博士学位。1981.9至1985.7就读于哈尔滨工业大学金属材料与工程系获得学士学位,1985.9至1988.7就读于哈尔滨工业大学自然辩证法专业获得硕士学位,1988.7至1990.3山东省德州市人民政府办公室担任市长秘书,1990.3至1999.3德州石油化工总厂担任厂长助理、总经理(负责技术开发管理和人力资源管理等),1999.3至2002.7考入东北大学全日制攻博,2002.6至2004.5哈尔滨工业大学管理科学与工程博士后流动站工作,2002.8至今哈工大学管理学院公共管理系副教授、教授,博士生导师。任哈尔滨市人民政府专家顾问咨询委员会委员、黑龙江省人民代表大会第十一届常委会立法咨询专家,大连海事大学兼职博士生导师,《公共管理学报》副主编,曾任《哈尔滨工业大学学报·社科版》副主编、主编等学术职务。",九洲集团,独立董事
,0,,0,[],1,"""5f662b2bade9005a1ee297a9""",周增荣,"周增荣先生:1974年4月出生,中国国籍,无其他国家或地区永久居留权。1996年7月毕业于西安电子科技大学电子技术应用专业,大专学历。1996年7月至1998年7月任职于东莞大东-俊通(SONY)公司;1998年8月至2001年9月任深圳艾立克公司北京办事处负责人。2001年至2013年就职于西安宝德自动化股份有限公司,历任采购部经理、生产部经理、董事;2014年至2016年自主创业,2017年成立并担任逸蒙电气科技(上海)有限公司法人。",宝德股份,监事
法学院,1,律师,5,"[""律师事务所""]",,"""5f662b30ade9005a1ee2988e""",胡天龙,"胡天龙先生,男,1977年出生,博士研究生学历,美国纽约州执业律师,中国致公党党员。曾任美国德勤会计师事务所北京分所税务咨询顾问、美国福特汽车公司总部税务咨询顾问、英国安理国际律师事务所中国香港办公室律师、美国普洛思国际律师事务所律师。现任中国人民大学法学院副教授。兼任京汉股份独立董事。",机器人,独立董事
,0,,0,[],1,"""5f662b8cade9005a1ee2a7a3""",邓冠华,"邓冠华,中国国籍,无永久境外居留权,男,1966年生,毕业于武汉大学,博士研究生学历。1988年6月至1989年12月在武汉大学化学系任教。1991年12月至1995年1月在武汉大学化工化学研究所担任所长。1996年参与创立阳普医疗用品,1999年1月起至2007年10月担任阳普医疗用品法定代表人,自2003年11月起至2007年10月担任阳普医疗用品总经理;2007年10月至今为公司董事长、总经理。现担任湖北赛罗生物材料有限责任公司法定代表人、Wntrix.Inc公司董事、深圳珈业投资有限公司执行董事、南雄阳普医疗科技有限公司董事长。",阳普医疗,总经理
,0,,0,[],1,"""5f662cd9ade9005a1ee2ce84""",史学林,"史学林先生,中国国籍,无境外居留权,本科学历,已通过国家司法考试,2012年起湖北回天新材料股份有限公司业务经理、新能源事业部销售部长,现任湖北回天新材料股份有限公司新能源事业部总经理。",回天新材,副总经理
法学,1,律师,6,"[""律师事务所""]",,"""5f662cddade9005a1ee2cf2c""",钟刚强,"钟刚强,男,中国国籍,无境外永久居留权。1970年出生,毕业于中国政法大学,本科学历,法学学士。1994年至1999年,益阳市第一律师事务所律师;1999年至2002年,深圳市南特律师事务所律师;2002年至今,广东晟典律师事务所律师。曾于2011年1月至2017年2月任深圳市朗科科技股份有限公司独立董事。",朗科科技,独立董事
法学院,3,律师,2,"[""律师事务所""]",,"""5f662b8cade9005a1ee2a7e9""",谢晓尧,"谢晓尧先生,1966年6月出生,中国国籍,无境外永久居留权,博士研究生学历,教授。曾任中山大学法学院助教、讲师、副教授,广州多益网络股份有限公司独立董事,广州白云电器设备股份有限公司独立董事;现任广东百合医疗科技股份有限公司独立董事,同时任中山大学法学院教授、博士生导师、法学院知识产权司法研究中心主任,广州恒运企业集团股份有限公司、广州阳普医疗科技股份有限公司、广州集泰化工股份有限公司和普洱澜沧古茶股份有限公司独立董事,广东法仪律师事务所兼职律师,广州多益网络股份有限公司顾问。",阳普医疗,独立董事
,0,法律顾问,1,[],,"""5f662cd9ade9005a1ee2ce44""",章宏建,"章宏建先生,中国国籍,无境外居留权,中南财经政法大学法律本科毕业;中国人民大学工商管理(MBA)高级研修班结业;高级经营师、高级经济师。曾任湖北省纺织工业学校讲师、教务处主任;湖北襄棉集团办公室秘书、公司法律顾问、党委组织部科长、人事部副部长、部长;北京时代光华(天智)管理咨询公司管理咨询师、高级培训师等。2014年8月至今任湖北回天新材料股份有限公司董事会秘书。",回天新材,董事会秘书
法学,1,,0,[],,"""5f662c2dade9005a1ee2bb5a""",张纯,"张纯,女,汉族,1984年12月出生,中国国籍,无永久境外居留权,法学本科学历,中共党员。2007年6月参加工作,先后在岳阳新宏饲料有限公司、芜湖康卫生物科技有限公司任职,担任过行政秘书、行政主管、综合管理部经理职务;2018年3月入职湖南中科电气股份有限公司,先后在技术研发与管理部、人力资源部工作,目前任人力资源部副经理。",中科电气,职工监事
法律专业,2,,0,[],,"""5f662cddade9005a1ee2cf19""",李小磊,"李小磊,男,中国国籍。1996年参加高等教育自学考试,2003年取得法律专业大专学历,2019年6月法律专业本科各学科考试合格,12月通过论文答辩,本科毕业证待2020年6月核发。中国注册会计师、中国注册税务师、中级审计师、高级审计师考试合格。1996年9月至1998年10月,北京中闻会计师事务所任业务助理;1998年11月至2007年3月,北京民青会计师事务所任业务助理、项目经理;2007年4月至2012年12月,华夏中才(北京)会计师事务所任部门经理;2013年1月至今,天圆全会计师事务所副主任会计师、合伙人。2015年3月,取得上海证券交易所核发的独立董事资格证书。2015年1月至2017年12月,兼任北京注册会计师协会经济责任审计专家委员会委员。2018年1月至今,兼任北京注册会计师协会专项审计专家委员会委员。中国注册会计师协会第二届资深会员。",朗科科技,独立董事
