name,code,sentence
苗琼,601158,2013.06-2014.12人民大学律师学院律师培训
房巧玲,601163,2014年8月至2015年8月在美国德雷塞尔大学做访问学者
高鹏举,601168,"高鹏举,男,汉族,1966年11月出生,青海籍,中共党员,高级采矿工程师,长沙有色金属专科学校采矿工程专业,大学专科学历"
苏锡嘉,601166,苏先生亦曾于中国证监会、上海证券交易所、深圳证券交易所、主要商业银行和国内多家大学授课
FerdinandJonkman,601169,Ferdinand Jonkman先生先后毕业于HBS大学埃门分院、埃门教育学院和格罗宁根大学
陈锦光,601166,"陈锦光,男,1961年11月出生,大学专科学历,经济师"
戴琦,601188,"历任吉林省交通职工大学教师、图书馆副馆长,《吉林省志交通志/公路水运》编纂委员会编辑,吉林交通报社广告部主任,吉林省中通交通文化有限责任公司副总经理,东北高速董事会秘书处职员、证券事务代表、董事会秘书"
王文想,601139,"1997年7月大学毕业进入公司,历任深圳市燃气工程有限公司地盘工程师,公司党委纪委办公室党务政工业务副经理,公司团委副书记、书记,输配分公司副总经理兼注册安全主任、调度中心主任,投资公司副总经理兼安全技术部部长,公司安全设备管理部总经理兼注册安全主任,公司党群工作部总经理"
赵丽芬,601169,"期间,1991年12月至1993年6月在日本筑波大学作教育部公派访问学者,现兼任中国宏观经济管理教育学会副会长"
梁岩,601169,"梁岩女士,北京银行股份有限公司行长助理、首席财务官,高级会计师、澳大利亚注册会计师、中国香港注册会计师,澳大利亚迪肯大学经济学硕士"
郑如彬,601158,"1985.09--1989.07成都科技大学水利工程系水利水电工程建筑专业学习,获工学学士学位"
罗已翀,601168,"罗已翀,男,汉族,1967年10月出生,湖南籍,中共党员,湖南岳阳高等师范专科学院中文专业,大学专科学历,高级经济师"
杜世红,601168,"杜世红,男,1971年3月生,中共党员,大学专科学历,中级统计师"
李非,601208,"1998年至2000年,担任日本国立教大学兼职讲师"
魏振隆,601231,"魏振隆先生:1963年7月出生,中国台湾籍,中国台湾东海大学企管硕士"
NengChaoChang,601231,"美国威廉姆斯大学经济系学士,曾任MorganStanley投资银行分析师"
方永城,601231,"方永城先生:1964年3月出生,美国凯斯西储大学毕业,机械与航空工程博士学位"
陈逢达,601231,"陈逢达:1962年9月出生,毕业于中国台湾文化大学法文系"
魏镇炎,601231,"魏镇炎先生:1954年11月出生,毕业于中国台湾交通大学"
石孟国,601231,"石孟国先生:1963年12月出生,中国台湾交通大学管理科学所硕士"
刘丹阳,601231,"刘丹阳先生:1965年5月出生,英国南安普顿大学硕士"
林大毅,601231,"林大毅先生:1963年4月出生,中国台湾成功大学电机系学士"
林大毅,601231,"大学毕业后即在环隆电气工作,历任工程、生产、事业处等部门主管,曾任环隆电气资讯产品事业群总经理、环胜电子(深圳)有限公司总经理、环隆电气中国台湾厂厂长"
郭锡志,601229,"郭锡志先生,1953年5月出生,美国国籍,大学专科,毕业于新法书院,金融研究专业暨英国银行学会资深会士及中国香港银行学会资深会士,现任本行董事"
连晋阶,601231,"连晋阶先生:1967年2月出生,中国台湾中兴大学毕业,EMBA学位"
王敬东,601288,"1983年8月大学毕业后到农牧渔业部参加工作,后在国家经委、国家农业投资公司工作"
王新泽,601298,"王新泽先生于1983年8月至1986年7月担任青岛港务局(现为青岛港集团)北港公司机械队司机,于1986年7月至1988年7月在青岛广播电视大学学习,1988年7月至2000年8月担任北港公司人事工资科科员、科长,于2000年8月至2003年5月担任青岛港务局劳资处副处长、青岛港集团人事部副部长,于2003年5月至2005年11月担任青岛港集团轮驳公司人事科科长"
邵善波,601319,邵先生曾就读于美国纽约康乃尔大学工业及劳工关系学院
鞠建东,601328,2011年5月至2014年8月任美国俄克拉荷马大学经济学教授(终身聘任)
胡展云,601328,胡先生1982年于加拿大约克大学获工商管理硕士学位
努特·韦林克,601398,"1961年至1968年在荷兰莱顿大学学习荷兰法并获得硕士学位,1975年获得荷兰鹿特丹伊拉斯姆斯大学经济学博士学位"
努特·韦林克,601398,2008年获得荷兰蒂尔堡大学荣誉博士学位
努特·韦林克,601398,1988年至1998年担任阿姆斯特丹自由大学名誉教授
夏晓宁,601375,"夏晓宁博士,夏博士于巴黎第九大学取得其博士学位"
杨绍信,601398,现任中华人民共和国第十三届全国政协委员、中国香港金融管理局外汇基金咨询委员会委员、中国香港赛马会董事会成员、中国香港公开大学校董会副主席、腾讯控股有限公司独立非执行董事等职务
袁志伟,601375,"袁志伟先生,于2011年5月加入本集团,担任航标控股有限公司的首席财务官兼公司秘书.彼负责监管本集团财务管理、投资者关系及公司秘书职能.袁先生于审计、企业内部控制、财务及风险管理拥有逾16年经验.于加入本集团前,袁先生曾在多家国际性的会计师事务所担任审计师,于中国香港、北京及深圳有多年的工作经验.袁先生于1998年4月自澳大利亚新南威尔斯大学毕业,并取得工商学士学位.彼为中国香港会计师公会及澳洲会计师公会会员.袁志伟自2014年6月4日起获委任为中原证券股份有限公司的独立非执行董事"
李贻辉,601388,"李贻辉先生:1955年出生,马来西亚籍,大学专科学历"
戴运,601595,"戴运先生,中国国籍,1982年出生,无境外永久居留权,英国牛津布鲁克斯大学理学硕士"
吕家正,601595,"吕家正先生,中国国籍,1957年出生,无境外永久居留权,上海电视大学中文专业大专学历,中级编辑职称"
王蕊,601595,"王蕊女士,中国国籍,1973年出生,无境外永久居留权,英国牛津布鲁克斯大学工商管理硕士学位,英国特许公认会计师(ACCA)"
蔡江南,601607,"蔡江南先生在中国和美国的大学、咨询公司和政府部门从事了二十多年的卫生经济和卫生政策的教学、研究和咨询工作,发表了大量有影响的研究成果"
霍文逊,601607,曾任国家卫生部内窥镜技能评估委员会副主席、中国澳门镜湖医院行政副主任及外科主任、中国香港东华医院医生及中国香港玛丽医院大学高级讲师等职
赵勇,601607,现任上海医药集团股份有限公司党委副书记、上海医药大学校长
WANGHAO,601616,"WANG HAO,男,加拿大国籍,1976年11月生,硕士研究生,2009年毕业于加拿大莱斯布里奇大学并取得理学硕士学位"
贾玉增,601628,贾先生2003年毕业于中国香港公开大学工商管理专业并获得工商管理硕士学位
褚志奇,601618,"褚先生中专毕业于河北省物资学校物资财务会计专业,大专毕业于河北省委党校函授学院经济管理专业,大学毕业于江西省经济干部管理学院会计专业,是会计师"
候英兰,601636,"1985年毕业于中国耀华职工大学玻璃工艺专业,1993年毕业于中国耀华职工大学玻璃企业管理专业"
郑钢,601636,"郑钢,男,1958年7月出生,中共党员,大学专科学历,经济师"
杨春锦,601668,"教授级高级工程师,享受国务院政府特殊津贴,大学普通班学历"
褚君浩,601727,"现任上海技术物理研究所研究员、华东师大学术委员会副主任、上海太阳能电池研发中心主任,兼任上海剑桥科技股份有限公司、江苏亨通光电股份有限公司、上海电气集团股份有限公司独立董事"
刘玲玲,601799,"刘玲玲:女,1976年1月出生,中国国籍,大学专科学历"
刘玲玲,601799,1995年7月毕业于常州冶金机械职业大学财务管理专业
王海波,601798,"王海波先生:1971年11月生,甘肃工业大学化工机械与设备专业,教授级高级工程师"
徐小平,601799,"徐小平:男,1975年4月出生,中国国籍,大学专科学历"
林伯强,601808,"林先生是美国加利福尼亚大学经济学博士,曾任亚洲开发银行主任能源经济学家"
魏伟峰,601800,"中国中铁股份有限公司、霸王国际(集团)控股有限公司、波司登国际控股有限公司、宝龙地产控股有限公司、三一重装国际控股有限公司、海丰国际控股有限公司、健合(H&H)国际控股有限公司、首创钜大有限公司及长飞光纤光缆股份有限公司的独立董事,LDK Solar Co.Ltd的独立董事,中国香港特许秘书公会会长、中国香港树仁大学法律系兼任教授"
邵瑞庆,601818,"1982年7月大学毕业留校任教从事教学与科研工作,主讲《会计学原理》、《财务会计理论》、《交通运输业会计学》等课程,获得上海市优秀教学成果一等奖与二等奖各1项"
甘犁,601838,"2005年7月至今,先后任美国德克萨斯农工大学经济系副教授(有终身职)、教授、CliffordTaylorJr.讲席讲授"
何维忠,601838,"何维忠先生,英文名：HoWaiChoong,1955年7月出生,马来西亚国籍,马来西亚大学工程学学士,美国罗彻斯特大学金融与企业会计专业,工商管理硕士"
陈存泰,601838,"陈存泰先生,美国夏威夷大学工商管理硕士"
张洪发,601860,曾任职于江苏省广播电视大学、江苏省会计师事务所
解正林,601872,"解先生1989年8月毕业于中国社科院研究生院商业经济专业,取得经济学硕士学位,2007年5月取得美国休斯敦大学工商管理硕士学位"
范·德意,601869,"范·德意先生于1979年9月至1986年3月在阿姆斯特丹大学就读,于1984年7月获得经济学与法学学士学位及商业经济学硕士学位,于1986年3月获得税法硕士学位及税收经济学硕士学位,并于1987年3月于荷兰皇家注册会计师协会注册成为注册会计师"
李卓,601869,"在此期间,李卓先生于2002年7月至2003年7月为伊利诺大学香槟分校(UniversityofIllinoisatUrbana-Champaign)访问学者,于2007年为巴黎第三大学(UniversityofParisIII)的访问学者"
皮埃尔·法奇尼,601869,"皮埃尔·法奇尼先生于1991年3月在意大利米兰博科尼大学取得工商管理博士学位,并在1994年获意大利大学的研发部颁授特许公认会计师的专业资格"
扬帮卡,601869,"扬帮卡先生于2003年3月自荷兰公开大学获得工商管理硕士学位,并于1999年9月自荷兰马斯特里赫特大学获得EMBA学位"
谢雄辉,601899,"谢雄辉先生,1974年10月生,毕业于淮南工业学院地质矿产勘查专业,北弗吉尼亚大学MBA,律师、注册安全工程师、注册咨询(投资)工程师资格、一级建造师资格"
蒋开喜,601899,"蒋开喜先生,1963年8月生,毕业于德国亚琛工业大学冶金学专业,博士研究生,教授级高级工程师,万人计划专家,享受国务院政府特殊津贴"
陈帅,601919,陈先生毕业于上海海运职工大学轮机管理专业
格雷姆·惠勒,601939,格雷姆·惠勒先生于1972年获奥克兰大学经济学商务硕士学位
徐云祥,601928,英国威尔大学MBA硕士
班哲明·凯瑟克,601933,"1995年在英国纽卡素大学取得理学士学位,主修农业经济及食品销售"
冯婉眉,601939,冯女士1995年于澳大利亚麦考瑞大学获应用财务硕士学位
温德成,601966,1992年7月-2000年8月任山东工业大学助教、讲师
姜国华,601988,2002年获美国加利福尼亚大学伯克利分校会计学博士学位
魏伟峰,601992,"中国中铁股份有限公司、霸王国际(集团)控股有限公司、波司登国际控股有限公司、宝龙地产控股有限公司、三一重装国际控股有限公司、海丰国际控股有限公司、健合(H&H)国际控股有限公司、首创钜大有限公司及长飞光纤光缆股份有限公司的独立董事,LDK Solar Co.Ltd的独立董事,中国香港特许秘书公会会长、中国香港树仁大学法律系兼任教授"
陈丽华,601998,"在所研究的领域,陈女士与国际相关机构进行了广泛的合作与交流,其中包括StanfordUniversity、GeorgeMasonUniversity、RomaUniversity及中国香港各大学"
张国良,601992,"1981.12-1985.12河北省邯郸水泥厂(其间:1982.09-1985.09在河北广播电视大学中文专业在职大专学习),1985.12-1990.12河北省邯郸水泥厂教育处图书员,1990.12-1991.11河北省邯郸水泥厂职工学校教师,1991.11-2003.10河北太行集团劳动人事处干事(其间:1997.08-1999.12在中共中央党校函授学院经济管理专业在职大学学习),2003.10-2005.04河北太行华信公司工会主席助理,2005.04-2007.05河北太行华信公司工会副主席,2007.05-2008.07河北太行水泥股份有限公司邯郸经理部综合管理部部长,2008.07-2008.11河北太行水泥股份有限公司邯郸分公司综合管理部部长,2008.11-2011.04邯郸邯泥建材有限公司副经理(试用期半年),2011.04-2011.05邯郸邯泥建材有限公司副经理兼邯郸金隅太行水泥有限公司副经理,2011.05-2011.07邯郸邯泥建材有限公司副经理兼邯郸金隅太行水泥有限公司工会主席、副经理,2011.07-2011.11邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司工会主席、副经理,2011.11-2011.12邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司纪委书记、工会主席、副经理,2011.12-2012.12邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司党委副书记、纪委书记、工会主席、副经理,2012.12-2016.12邯郸涉县金隅水泥有限公司党委书记、纪委书记,2016.12至今北京金隅集团有限责任公司(北京金隅股份有限公司)纪委副书记、纪检监察办公室主任"
江胜宗,603002,"江胜宗先生,男,1967年8月出生,中国台湾籍,中国台湾东海大学化工系毕业,自2000年起先后担任公司生产部协理、副总经理,现任宏昌电子材料股份有限公司董事、总经理"
李金发,603002,"李金发先生,男,1949年9月出生,中国台湾籍,成功大学机械工程专业毕业,1992年至2016年任中国台湾必成公司副总经理,2016年至今任宏仁企业集团执行副总裁"
黄颖聪,603002,"黄颖聪先生,男,1971年3月出生,中国国籍,澳洲莫道大学(MurdochUniversity)硕士研究生"
许丹艳,603008,"现任喜临门家具股份有限公司总裁助理,兼任首席人力资源官、喜临门大学执行校长"
萧志仁,603002,"萧志仁先生,男,1975年6月出生,中国台湾籍,美国德州大学企业管理硕士,2004年8月至2014年10月于宏仁企业集团财务部先后担任组长、副经理、经理职务,2014年10月起至今任宏昌电子材料股份有限公司财务负责人"
任建军,603002,"任建军先生,男,1975年6月出生,中国国籍,武汉工业大学精细化工专业毕业,自2001年起先后任公司生产部课长、处长、工程部处长、生产部副理、经理"
程裕,603003,"程裕,男,1964年出生,中国国籍,无境外居留权,美国亚利桑那大学EMBA"
卢鹏,603020,"2003年至2004年间,在德国科隆大学外国法与国际私法研究所任访问学者"
马玉清,603026,曾在石油大学财务科担任会计工作
马玉清,603026,任石油大学机械厂担任主管会计、石油大学机电总厂任总会计师
李彦斌,603026,1994年6月至1997年9月在石油大学机械厂任厂长
李彦斌,603026,1997年9月至1998年11月在石油大学物资公司担任经理
李彦斌,603026,1998年11至2004年3月在石油大学技术装备中心担任主任
黄健,603020,"黄健先生,1972年出生,中国国籍,无境外永久居留权,大学专科学历,高级工程师职称"
魏中浩,603020,"魏中浩先生,1954年出生,中国国籍,无境外永久居留权,大学专科学历,高级经济师职称"
穆春元,603025,1982年至1985年在山西广播电视大学电子专业进行大学专科学习
黄采鹰,603020,"大学专科学历,工程师职称"
朱忠兰,603020,"朱忠兰女士,1955年出生,中国国籍,无境外永久居留权,大学专科学历"
韩伟,603029,"韩伟先生,1970年出生,中国国籍,无境外永久居留权,澳大利亚蒙纳士大学商法硕士,现为山东舜天律师事务所高级合伙人,澳大利亚维多利亚州注册外国律师,现为山东省政府侨务办公室法律顾问团、山东省应对国际贸易摩擦律师服务团、山东半岛蓝色经济区律师服务团成员,山东省世行亚行节能减排项目办公室专家库专家、山东省政府引导基金专家评委、山东省律师协会对外贸易与对外投资专业委员会委员"
叶邦领,603033,"叶邦领,男,中国国籍,无境外居留权,1980年1月生,大学专科学历,国家二级企业人力资源管理师"
徐建宁,603036,"徐建宁,男,1963年5月出生,中国国籍,无境外永久居留权,研究生学历,大学教授"
武大学,603032,"武大学先生,中国国籍,无境外永久居留权"
邓德强,603041,"2016年10月至2017年10月,英国纽卡斯尔大学(NewcastleUniversity)访问学者"
徐志坚,603041,"徐志坚,男,1964年3月出生,中国国籍,研究生学历,博士学位,大学教授"
王晨志,603039,"王晨志先生,1979年出生,中国国籍,无境外永久居留权,硕士研究生学历,毕业于美国威斯康星协和大学高阶工商管理学专业"
石华强,603053,"石华强先生,1973年10月出生,中国国籍,无境外永久居留权,中级工程师,大学专科学历"
黄华波,603056,"黄华波,男,1979年2月出生,大学专科学历,中国国籍,无境外永久居留权"
路易斯·塞尼加·伊玛兹,603056,"路易斯·塞尼加·伊玛兹先生,西班牙国籍,毕业于西班牙瓦伦西亚理工大学-高级工业工程学院,工业工程师"
刘颖斐,603067,"2012年,澳大利亚麦考瑞大学访问学者"
初家祥,603068,"初家祥,男,1970年出生,中国台湾籍,国立成功大学企管研究所硕士学历"
侯刚,603053,"侯刚先生,1965年5月出生,中国国籍,无境外永久居留权,中级工程师,大学专科学历"
王加刚,603068,"王加刚,男,1954年出生,中国国籍,无境外永久居留权,上海造船工业联合大学大专学历"
孙玲玲,603081,"孙玲玲,女,1974年出生,中国国籍,无境外永久居留权,大学专科学历,曾就职于余姚化纤集团、余姚市公安局等单位,2002年加入大丰有限,现任大丰实业董事、监察审计部部长"
赵红美,603081,"赵红美,女,1971年出生,中国国籍,无境外永久居留权,大学专科学历,经济师,曾就职于浙江电视机厂、浙江远东工业开发有限公司、帅康集团有限公司,2006年12月加入大丰有限,现任大丰实业副总经理、分管营销中心资源整合、平台建设"
龚少平,603090,"龚少平,男,1971年8月生,中国国籍,无境外永久居留权,大学专科学历"
王申健,603086,"王申健,男,1992年生,中国国籍,英国约克大学硕士学位,无境外居留权"
郑元豪,603089,"毕业于美国圣路易斯大学(St.LouisUniversity),2017年5月开始任职公司,现任浙江正裕工业股份有限公司营销中心国际营销部销售总监助理兼销售经理"
褚君浩,603083,"现任上海技术物理研究所研究员、华东师大学术委员会副主任、上海太阳能电池研发中心主任,兼任上海剑桥科技股份有限公司、江苏亨通光电股份有限公司、上海电气集团股份有限公司独立董事"
杨金生,603081,"杨金生,男,1963年出生,中国国籍,无境外永久居留权,大学专科学历,曾就职于杭州临安化肥厂、临安中外合资安达磁电有限公司、杭州路通电子有限公司、临安塑料化工厂、杭州杰马电子有限公司、浙江万马集团电子有限公司,2009年加入大丰有限,现任大丰实业副总经理,分管营销中心"
卢丹,603077,"卢丹:女,汉族,中国籍,大学专科学历,英语专业"
都凯,603087,"都凯:男,1977年出生,中国国籍,无永久境外居留权,硕士研究生,毕业于英国拉夫堡大学"
刘培华,603098,"刘培华女士:中国国籍,无境外永久居留权,1965年出生,大学专科学历"
冯锦云,603100,"冯锦云先生,中国国籍,男,无境外永久居留权,1965年出生,大学专科,高级会计师"
翁家恩,603098,"翁家恩先生:中国国籍,无境外永久居留权,1976年出生,大学专科学历"
张震豪,603105,"2013年9月至2015年9月就读于英国布鲁内尔大学工商管理专业,获硕士学位"
朱卫东,603111,"朱卫东先生,1954年出生,中国国籍,无境外永久居留权,毕业于江苏省广播电视大学汉语言专业,专科学历"
薛求知,603115,"1982年9月至1988年4月,就读于比利时布鲁塞尔大学"
金元贵,603111,"金元贵先生,1939年出生,中国国籍,无境外永久居留权,毕业于南京市业余工业大学机械制造专业,本科学历,高级工程师"
张金雄,603111,"张金雄先生,1957年出生,中国国籍,无境外永久居留权,毕业于江苏广播电视大学机械设计与制造专业,大专学历,高级工程师"
钱帆,603116,"英国格拉斯哥大学硕士,曾就职华东分公司副总经理,现任上海奈是特贸易有限公司总经理,2018年4月26日起任公司副总裁"
孙爱丽,603117,"曾任开放大学讲师,上海中侨学院会计系主任、副教授"
王营,603160,2008年7月大学毕业至今深圳市汇顶科技股份有限公司硬件工程师、TP模组设计工程师、客户项目管理部经理、汇芯科技监事及客户项目管理部经理
张妤菁,603157,"张妤菁女士,1985年出生,中国国籍,无境外居留权,英国布里斯托大学金融与投资硕士,特许管理会计师(管理级)"
顾大为,603160,"顾大为,男,中国台湾籍,1969年7月出生,美国伊利诺大学香槟分校企业管理硕士学历"
阮爱军,603179,1996年7月毕业于江苏广播电视大学机械制造工艺与设备专业
徐坚,603212,"1998年4月至1999年4月,为北海道大学高级访问学者"
金春,603203,"金春女士,1968年出生,加拿大国籍,上海科学技术大学物理系半导体物理与器件专业工学学士学位"
张群,603200,"张群先生:中国国籍,1950年11月出生,中共党员,无境外永久居留权,德国亚琛大学博士研究生毕业"
戚国强,603203,"戚国强先生,1967年出生,中国国籍,无境外永久居留权,上海科学技术大学无线电电子学系无线电技术专业工学学士学位"
邓利,603228,"2000年7月大学毕业后即加入深圳市景旺电子股份有限公司,历任业务经理、FPC事业部总经理,现任FPC事业群总裁、公司副总裁、董事"
何为,603228,"1990年9月至1992年9月,赴意大利佛罗伦萨大学化学系电化学实验室做访问学者"
何为,603228,"2000年11月至2001年12月,任意大利佛罗伦萨大学化学系客座教授"
宣国良,603222,"曾在联邦德国康斯坦茨大学作访问学者,进修经济管理,其间在西门子、博世公司实习访问,任奥地利因斯脖鲁克大学任客座教授"
陆海天,603232,"1981年9月至1984年8月,于上海汽车公司职工大学学习"
陈宁生,603232,"1987年3月至1989年3月,于日本大阪大学研究生院学习"
谷大武,603232,2008年2月至2008年8月任比利时鲁汶大学高级研究学者
滨田修一,603266,毕业于日本山口大学工业大学部
朱敏芳,603259,"朱敏芳女士,1971年12月出生,大学专科学历,中国国籍,未拥有境外永久居留权"
高寿松,603299,"1983年8月,江苏广播电视大学学习"
唐璐,603317,"唐璐,女,1970年7月出生,中国国籍,拥有美国永久居留权,大学专科学历"
吴学军,603317,"吴学军,男,1978年7月出生,中国国籍,无境外永久居留权,大学专科学历"
程晓章,603308,德国罗斯托克大学访问学者
史瑞鹏,603318,"史瑞鹏先生,1982年12月出生,中国国籍,无境外永久居留权,大学专科学历"
许文慧,603319,"2006年毕业于英国索尔福德大学运筹学及应用统计学专业,获得硕士学位"
柴艺娜,603319,"柴艺娜女士,1983年生,中国国籍,无境外永久居留权,法国艾克斯·马赛大学管理学博士学历"
邢懿烨,603320,"2006年3月毕业于德国哥廷根大学国际经济与贸易专业,硕士学位"
张国华,603321,"张国华,男,1971年1月出生,研究生学历,毕业于中国香港公开大学工商管理专业"
吴储正,603320,"2006年6月毕业于英国爱丁堡大学会计学专业,硕士学位"
张琪,603326,"张琪:女,汉族,籍贯江苏南京,1982年09月出生,大学专科"
刘家雍,603326,"刘家雍先生,1958年出生,中国籍,拥有中国台湾地区居留权,毕业于美国密苏里大学并取得企业管理硕士学位"
陈素蓉,603328,"陈素蓉女士,1965年4月出生,中国香港居民,中国台湾辅仁大学企业管理学士"
李永胜,603328,"李永胜,1972年12月出生,加拿大国籍,中国香港居民,修读于加拿大约克大学经济系"
梁永豪,603335,"梁永豪,男,1979年8月出生,汉族,中国国籍,无境外永久居留权,本科学历,毕业于台山广播电视大学法学专业"
王永军,603378,"现任亚士创能科技(上海)股份有限公司董事、常务副总经理、董事会秘书、党支部书记(中共),安徽省滁州市第六届政协委员、安徽省全椒县工商联副主席、中国涂料工业大学副校长"
李维群,603369,"李维群,男,汉族,1980年11月出生,江苏盐都人,本科学历,南京航天航空大学工商管理硕士研究生在读"
陈敏,603335,"陈敏,女,1971年12月出生,汉族,中国国籍,无境外永久居留权,本科学历,毕业于江西大学经济系国民经济管理专业"
王红玉,603377,"王红玉女士:董事,1964年出生,中国国籍,无境外永久居留权,大学专科学历,并获得了财务管理专业高级专业级考评认证(国家职业资格一级)"
刘鸣鸣,603345,"曾在郑州工业大学土木工程系任教,曾任黄河国际租赁有限公司部门经理、河南建业集团总经理助理、福建春天房地产有限公司董事长、牛津剑桥总经理"
孙盛怡,603377,"孙盛怡女士:1972年出生,中国国籍,无境外永久居留权,大学专科学历,1996年入职,2017年至今任内审处副主任"
叶东毅,603383,"叶东毅,男,1964年出生,中国国籍,无境外永久居留权,法国图卢兹大学毕业,博士学位,研究生学历"
王彦庆,603385,"王彦庆:男,中国国籍,无境外永久居住权,1963年生,上海交大学EMBA,中共党员"
周洪涛,603389,"曾荣获“美国亚特兰大家具博览会金奖”、夏威夷木工艺术大展一等奖、檀香山艺术博物馆ArtistofHawaiiAward、VioletteWongHuAward艺术基金奖等荣誉,作品被法国蓬皮杜国家文化艺术中心、美国弗吉尼亚大学等权威艺术与学术机构永久收藏"
文国良,603408,"文国良先生,中国台湾籍,1953年7月出生,毕业于中国台湾明志工业专科学校(现明志科技大学),大专学历"
吕理镇,603408,"吕理镇先生,中国台湾籍,1951年9月出生,毕业于中国台湾明志工业专科学校(现明志科技大学),大专学历"
MOUXIONGWU,603486,拥有美国西弗吉尼亚大学计算机科学硕士学位
严德铭,603496,1979年~1983年任上海工业大学人事处人事科科员
严德铭,603496,1985年~1986年任上海工业大学人事处人事科科员
严德铭,603496,1986年~1993年任上海工业大学经管学院人事科副科长、科长、院办主任
张晓航,603458,1996年7月贵州省工业大学水文地质与工程地质专业本科毕业
曹峻,603499,"1990年7月至1992年8月,任上海工业大学助教"
刘朋海,603486,"刘先生大学毕业后加入飞利浦,从研发设计师开始,先后从事了研发、工厂实验室、项目、产品工程、品质管理等岗位的工作,对产品开发流程改善、质量快速反馈机制建立做出了突出贡献,先后多次在亚洲区M-E-D-I-C改善项目评比中获得一等奖"
庄建华,603486,"1992年7月,毕业于苏州广播电视大学外贸会计专业"
胡小京,603505,"胡小京,男,1963年5月出生,选矿专业本科学历,曾在美国犹他大学进修,高级工程师"
王忠炎,603505,1997年武汉工业大学材工系硅酸盐专业毕业
JacobSchlejen,603515,"Jacob Schlejen,男,1960年出生,荷兰国籍荷兰莱顿大学物理学博士"
刘家雍,603515,"刘家雍先生,1958年出生,中国籍,拥有中国台湾地区居留权,毕业于美国密苏里大学并取得企业管理硕士学位"
王奋,603555,"彼亦于2007年11月至2012年12月担任四川海底捞餐饮股份有限公司的人力资源总监及海底捞大学校长,主要负责人力资源发展计划及海底捞大学营运管理"
林思萍,603555,"林思萍女士:中国籍,无境外永久居留权,美国堪萨斯大学金融学士学位"
孙长卿,603566,"孙长卿,男,1989年11月生,美国旧金山大学金融分析硕士"
肖国亮,603567,"兼任多所大学教授,国家清史编纂委员会典志组副组长等职"
汤战昌,603558,1994年9月本京都大学高分子化学专业研究生毕业
张显坤,603559,"张显坤,男,1959年10月24日出生,大学专科,正高级经济师"
胡伟,603566,"胡伟,男,1973年生,毕业于河南广播电视大学企业经营管理专业,大专学历,经济师"
徐俊辰,603558,"徐俊辰,男,汉族,1976年4月1日出生,江苏无锡轻工大学纺织品设计专业"
潘欣欣,603598,"潘欣欣女士:1978年出生,中国国籍,无境外永久居留权,大学专科学历"
梅建平,603587,1998.7-1999.6阿姆斯特丹大学金融学访问副教授
涂木林,603580,"1979年9月至1981年6月,就读于中国台湾国立中兴大学获得食品科学学士学位"
姜雪飞,603587,"姜雪飞女士,1978年出生,中国国籍,无永久境外居留权,上海电视大学商务管理专业,大专学历,中共党员"
金政荣,603580,"1986年9月至1988年6月,就读于上海电视大学"
段大伟,603600,"大学期间多次被评为优秀学生干部,优秀毕业生,优秀毕业论文"
胡建民,603609,"胡建民,男,1959年出生,中国国籍,毕业于东京大学农学部兽医专业,博士学位"
陆辉,603615,澳大利亚麦考瑞大学MacquarieUniversity会计学研究生学历
陆辉,603615,查尔斯特大学CharlesSturtUniversity工商管理博士课程(DBA)
杨文胜,603616,"杨文胜,男,1971年6月出生,大学专科学历,中国国籍,无境外永久居留权"
田艳伟,603616,"田艳伟,男,1976年出生,中国国籍,无境外永久居留权,大学专科学历,高级工程师"
林如斌,603630,"汕头职工大学毕业,大专学历,助理工程师"
张晨,603630,"澳洲昆士兰大学金融专业毕业,本科学历"
冯晓华,603638,"冯晓华:女,1956年出生,中国国籍,无境外居留权,大学"
朱惠琴,603648,"朱惠琴,女,中国国籍,无境外居留权,出生于1976年12月,汉族,大学专科学历,中共党员"
刘士民,603638,"刘士民,性别男,民族汉,出生年月1964年10月12日,学历大学专科,工作经历,1982-2004烟台环球机床附件集团公司技术主管2004-2008富士康科技集团(烟台)PCEBG企划课长2008-2009烟台东兴纺织机械有限公司生产厂长2010-2017.6烟台艾迪精密机械股份有限公司车间主任2017.6-至今烟台艾迪精密机械股份有限公司马达事业部生产管理部部长"
宋鸥,603638,"宋鸥:男,1971年出生,中国国籍,无境外居留权,大学专科"
LiAlexandreWei,603650,2003年获得瑞士日内瓦大学法律硕士学位
钟志平,603638,"钟志平:男,1971年出生,中国国籍,无境外居留权,大学专科"
赵燕超,603650,"曾任法国JeanMonnet大学博士后,上海创始实业有限公司项目部高级工程师,彤程有限研发部高级研发工程师,彤程化学研发部副总监"
董栋,603650,美国弗吉尼亚联邦大学科学与人文学院化学系国际研究者(InternationalResearcher)
顾卫东,603650,2008年5月获得美国休斯敦大学EMBA学位
韩钟伟,603659,"2005年9月至2007年5月期间就职于英国米德赛克斯大学经济系,任经济学讲师"
王立杰,603666,"王立杰先生,男,1977年5月出生,大学专科学历,中级会计师,注册会计师"
邹友思,603678,"邹友思先生:男,1954年11月出生,中国国籍,无境外永久居留权,本科学历,荷兰阿姆斯特丹大学高级访问学者,教授"
